"Time (UTC)","Gender","Age","Geography","Urban Density","Income","Weight","Screener Answer","Answer"
"2012-11-07 01:36:18","Female","55-64","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:12","Female","25-34","US-WEST-NV-Reno","Suburban","$0-$24,999",0.9446547,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:13","Female","18-24","US-WEST-CA-Hemet","Suburban","$0-$24,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:15","Female","35-44","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",1.1191708,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:18","Male","25-34","US-NORTHEAST-NJ-West-Windsor-Township","Suburban","$100,000-$149,999",1.1159799,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:18","Female","35-44","US-NORTHEAST-MA-New-Bedford","Urban","$25,000-$49,999",2.2664681,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:17","Female","25-34","US-MIDWEST-IL-St.-Charles","Suburban","$50,000-$74,999",0.9362303,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:18","Female","55-64","US-SOUTH-VA-Virginia-Beach","Urban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:45","Female","18-24","US-SOUTH-OK-Muskogee","Suburban","$25,000-$49,999",0.6743839,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:24","Unknown","Unknown","US-MIDWEST-KS-Bel-Aire","Suburban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:20","Male","25-34","US-MIDWEST-OH-Twinsburg","Suburban","$50,000-$74,999",1.1495767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:22","Female","Unknown","US-NORTHEAST-CT-Torrington","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:34","Female","55-64","US-WEST-NM-Los-Alamos","Suburban","$75,000-$99,999",0.5122865,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:25","Unknown","Unknown","US-NORTHEAST-MA-Maynard","Urban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:27","Unknown","Unknown","US-SOUTH-SC-Aiken","Suburban","$25,000-$49,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:26","Male","55-64","US-WEST-CO-Fraser","Rural","$25,000-$49,999",1.1776471,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:27","Female","55-64","US-MIDWEST-WI-Eau-Claire","Suburban","$25,000-$49,999",0.3894083,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:26","Female","45-54","US-MIDWEST-WI-Wauwatosa","Urban","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:28","Female","18-24","US-NORTHEAST-PA-Downingtown","Suburban","$50,000-$74,999",0.6704847,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:29","Female","18-24","US-NORTHEAST-NY-Levittown","Urban","$50,000-$74,999",0.6704847,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:36:27","Male","45-54","US-SOUTH-LA-Bossier-City","Suburban","$25,000-$49,999",1.7143315,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:28","Male","25-34","US-WEST-ID-Boise","Suburban","$25,000-$49,999",0.8522426,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:36:28","Female","Unknown","US-SOUTH-MS-Tupelo","Rural","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Third party candidate"
"2012-11-07 01:36:35","Female","45-54","US-SOUTH-FL-Clermont","Suburban","$25,000-$49,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:33","Unknown","Unknown","US-WEST-CA-Stockton","Urban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:32","Female","65+","US-WEST-CA-Palm-Springs","Suburban","$25,000-$49,999",1.0223087,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:39","Female","35-44","US-SOUTH-FL-Pembroke-Pines","Urban","$50,000-$74,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:36:33","Female","65+","US-WEST-AZ-Yuma","Suburban","$25,000-$49,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:08","Female","55-64","US-WEST-NV-Las-Vegas","Urban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Third party candidate"
"2012-11-07 01:40:14","Female","18-24","US-SOUTH-TX-Hurst","Urban","$25,000-$49,999",0.6743839,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:08","Female","65+","US-WEST-CA-Los-Angeles","Urban","$25,000-$49,999",1.0223087,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:12","Female","Unknown","US-SOUTH-TX-Plano","Suburban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:15","Female","25-34","US-NORTHEAST-NY-New-York","Urban","$25,000-$49,999",0.9986669,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:10","Female","25-34","US-WEST-AZ-Goodyear","Suburban","$50,000-$74,999",0.9446547,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:17","Unknown","Unknown","US-SOUTH-TX-Fort-Worth","Urban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:13","Male","45-54","US-SOUTH-TX-Houston","Urban","$50,000-$74,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:16","Female","45-54","US-MIDWEST-MI-Huntington-Woods","Urban","$75,000-$99,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:14","Female","55-64","US-WEST-NM-Portales","Suburban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:16","Female","18-24","US-MIDWEST-IL-Chicago","Urban","$25,000-$49,999",0.6355445,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:18","Female","18-24","US-WEST-CA-San-Diego","Urban","$25,000-$49,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:20","Male","65+","US-WEST-CA-San-Diego","Unknown","$50,000-$74,999",1.1937099,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:16","Unknown","Unknown","US-MIDWEST-MN-Saint-Paul","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:21","Female","Unknown","US-WEST-CA-Downey","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:25","Female","45-54","US-MIDWEST-IL-Stockton","Rural","$25,000-$49,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:25","Female","25-34","US-WEST-AZ-Tucson","Urban","$25,000-$49,999",0.9446547,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:30","Female","18-24","US-MIDWEST-MI-Monroe","Suburban","$25,000-$49,999",0.6355445,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:40:29","Unknown","Unknown","US-WEST-CO-Denver","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:30","Female","45-54","US-SOUTH-MD-Frostburg","Suburban","$25,000-$49,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:28","Unknown","Unknown","US-WEST-NM-Albuquerque","Suburban","$25,000-$49,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:40:46","Male","65+","US-SOUTH-TX-Midland","Urban","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:32","Female","55-64","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:33","Female","Unknown","US-SOUTH-VA-Chesapeake","Suburban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:40:32","Female","45-54","US-NORTHEAST-PA-Clarks-Summit","Suburban","$50,000-$74,999",1.105404,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:40:32","Female","35-44","US-MIDWEST-MN-Alexandria","Rural","$25,000-$49,999",1.0257441,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:40:35","Female","18-24","US-MIDWEST-MN-Wadena","Rural","$25,000-$49,999",0.6355445,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:42:33","Male","25-34","US-NORTHEAST-MA-Provincetown","Suburban","$25,000-$49,999",1.1159799,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:43:41","Female","65+","US-WEST-CA-Danville","Urban","$100,000-$149,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:48:21","Male","25-34","US-SOUTH-NC-North-Topsail-Beach","Rural","$25,000-$49,999",1.1818841,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:48:24","Female","25-34","US-WEST-CA-San-Francisco","Urban","$50,000-$74,999",0.9446547,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:48:33","Female","25-34","US-SOUTH-TN-Kingsport","Suburban","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:48:42","Male","18-24","US-MIDWEST-MN-Grand-Meadow","Rural","$25,000-$49,999",1.1154767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:48:56","Female","65+","US-SOUTH-MD-Eldersburg","Suburban","$50,000-$74,999",1.0581287,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:49:00","Male","25-34","US-SOUTH-WV-Clarksburg","Suburban","$25,000-$49,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Third party candidate"
"2012-11-07 01:49:18","Female","45-54","US-MIDWEST-MI-Grand-Rapids","Urban","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:09","Female","55-64","US-SOUTH-LA-Alexandria","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:05","Female","35-44","US-SOUTH-KY-Louisville","Urban","$50,000-$74,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:06","Female","Unknown","US-SOUTH-TN-Hendersonville","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:06","Unknown","Unknown","US-WEST-CA-San-Bernardino","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:09","Male","18-24","US-MIDWEST-IL-Sterling","Suburban","$25,000-$49,999",1.1154767,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:07","Female","45-54","US-MIDWEST-WI-Green-Bay","Suburban","$25,000-$49,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:13","Female","18-24","US-NORTHEAST-NY-Albany","Urban","$25,000-$49,999",0.6704847,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:07","Male","Unknown","US-WEST-CA-El-Dorado-Hills","Suburban","$75,000-$99,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:09","Female","18-24","US-SOUTH-FL-Wildwood","Rural","$25,000-$49,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:22","Female","18-24","US-NORTHEAST-NY-East-Rockaway","Urban","$50,000-$74,999",0.6704847,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:16","Female","18-24","US-MIDWEST-IL-Chicago","Urban","$25,000-$49,999",0.6355445,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:10","Male","25-34","US-MIDWEST-IL-St.-Charles","Suburban","$50,000-$74,999",1.1495767,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:12","Male","18-24","US-SOUTH-TX-Houston","Suburban","$50,000-$74,999",1.1916284,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:11","Female","45-54","US-SOUTH-TN-Centerville","Rural","$25,000-$49,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:22","Female","25-34","US-NORTHEAST-MA-Taunton","Suburban","$25,000-$49,999",0.9986669,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:12","Female","45-54","US-SOUTH-FL-North-Port","Suburban","$25,000-$49,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:50:20","Male","25-34","US-NORTHEAST-PA-Harrisburg","Urban","$25,000-$49,999",1.1159799,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:50:26","Unknown","Unknown","US","Unknown","Unknown",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:13","Male","18-24","US-MIDWEST-IL-Roscoe","Suburban","$50,000-$74,999",1.1154767,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:08","Male","18-24","US-MIDWEST-IL-Chicago","Urban","$25,000-$49,999",1.1154767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:13","Female","Unknown","US-SOUTH-VA-Reston","Urban","$100,000-$149,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:14","Male","25-34","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:16","Unknown","Unknown","US-WEST-CA-Los-Angeles","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:16","Unknown","Unknown","US-WEST-CA-Pasadena","Urban","$75,000-$99,999",,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:20","Female","55-64","US-NORTHEAST-NY-Selden","Urban","$50,000-$74,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:19","Male","25-34","US-WEST-CA-San-Jose","Suburban","$50,000-$74,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:16","Male","55-64","US-WEST-CO-Denver","Unknown","$25,000-$49,999",1.1776471,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:54:17","Male","35-44","US-WEST-CO-Colorado-Springs","Suburban","$50,000-$74,999",1.5133354,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:19","Female","25-34","US-MIDWEST-OH-Thornville","Rural","$25,000-$49,999",0.9362303,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:18","Female","35-44","US-MIDWEST-OH-Lorain","Urban","$25,000-$49,999",1.0257441,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:22","Female","55-64","US-MIDWEST-MO-Doniphan","Rural","$0-$24,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:22","Female","65+","US-NORTHEAST-PA-Carlisle","Rural","$25,000-$49,999",1.999801,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:28","Female","25-34","US-WEST-CA-Escondido","Suburban","$25,000-$49,999",0.9446547,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:21","Female","35-44","US-WEST-HI-Honolulu","Urban","$25,000-$49,999",1.1191708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:29","Female","Unknown","US-SOUTH-NC-Cary","Unknown","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:23","Male","25-34","US-NORTHEAST-NY-Corinth","Rural","$25,000-$49,999",1.1159799,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 01:54:32","Female","45-54","US-WEST-CA-San-Bruno","Urban","$50,000-$74,999",0.7264175,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:32","Female","25-34","US-SOUTH-GA-Candler-Mc-Afee","Urban","$50,000-$74,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:40","Male","35-44","US-NORTHEAST-MA-Medford","Urban","$50,000-$74,999",2.2276999,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:54:32","Female","Unknown","US-MIDWEST-MI-Redford-Charter-Township","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:37","Female","55-64","US-SOUTH-FL-Winter-Haven","Suburban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:54:33","Female","55-64","US-MIDWEST-IL-Aurora","Suburban","$50,000-$74,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 01:57:42","Female","55-64","US-NORTHEAST-PA-Erie","Urban","$0-$24,999",0.8150521,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 01:57:56","Male","25-34","US-NORTHEAST-PA-Erie","Urban","$25,000-$49,999",1.1159799,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:01:13","Female","25-34","US-SOUTH-TX-Texarkana","Suburban","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:01:30","Female","55-64","US-MIDWEST-MI-Bay-City","Suburban","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:01:56","Female","25-34","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:01","Female","45-54","US-SOUTH-TX-Richmond","Suburban","$50,000-$74,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:02:00","Female","55-64","US-MIDWEST-MN-Eden-Prairie","Urban","$75,000-$99,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:01","Female","25-34","US-WEST-WA-Oak-Harbor","Suburban","$25,000-$49,999",0.9446547,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:07","Female","18-24","US-SOUTH-FL-St.-Petersburg","Urban","$0-$24,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:07","Male","45-54","US-MIDWEST-MN-Alexandria","Rural","$25,000-$49,999",1.1327092,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:02:11","Female","55-64","US-WEST-OR-Eugene","Urban","$25,000-$49,999",0.5122865,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:02:11","Female","Unknown","US-SOUTH-FL-Boca-Del-Mar","Urban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:02:13","Female","35-44","US-MIDWEST-IN-Hammond","Urban","$25,000-$49,999",1.0257441,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:12","Unknown","Unknown","US-SOUTH-TX-Haltom-City","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:11","Unknown","Unknown","US-SOUTH-FL-Wellington","Suburban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:02:14","Female","25-34","US-SOUTH-TX-Rio-Grande-City","Suburban","$0-$24,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:02:14","Female","65+","US-WEST-AZ-Phoenix","Suburban","$0-$24,999",1.0223087,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:14","Male","55-64","US-NORTHEAST-NY-Brentwood","Urban","$50,000-$74,999",3,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:10","Unknown","Unknown","US-SOUTH-VA-Burke","Urban","$75,000-$99,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:12","Female","45-54","US-WEST-NM-Rio-Rancho","Suburban","$25,000-$49,999",0.7264175,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:15","Female","Unknown","US-WEST-CA-Victorville","Unknown","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:16","Female","55-64","US-SOUTH-GA-Calhoun","Rural","$25,000-$49,999",0.4507708,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:17","Female","45-54","US-SOUTH-GA-Thomaston","Rural","$25,000-$49,999",0.8288947,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:12","Female","35-44","US-SOUTH-FL-Pensacola","Urban","$0-$24,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:31","Female","25-34","US-SOUTH-MS-Picayune","Rural","$25,000-$49,999",1.0065915,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:16","Unknown","Unknown","US-NORTHEAST-NY-Troy","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:16","Male","65+","US-MIDWEST-IL-Geneva","Suburban","$75,000-$99,999",1.0142414,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:22","Female","25-34","US-NORTHEAST-NY-New-York","Urban","$25,000-$49,999",0.9986669,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:19","Male","35-44","US-MIDWEST-IL-Mount-Prospect","Urban","$50,000-$74,999",1.3700423,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:22","Female","18-24","US-WEST-CA-San-Bernardino","Suburban","$25,000-$49,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:19","Unknown","Unknown","US-NORTHEAST-PA-Clarion","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:22","Male","25-34","US-SOUTH-VA-Richmond","Urban","$25,000-$49,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:22","Male","18-24","US-SOUTH-TX-Paris","Suburban","$25,000-$49,999",1.1916284,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:04:25","Male","25-34","US-WEST-CA-San-Diego","Urban","$50,000-$74,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:31","Unknown","Unknown","US-SOUTH-TX-Amarillo","Suburban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:27","Female","55-64","US-MIDWEST-IL-Effingham","Rural","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
